Name;Group;AnonLevel;HatFehler;Tasks;Events;SequenceFlows;XOR (Split);XOR (Join);AND (Split);AND (Join);task_fitness;task_precision;event_fitness;event_precision;gatewayPositioning_fitness;gatewayPositioning_precision;gatewayContent_fitness;gatewayContent_precision;flow_fitness;flow_precision
Deploy_Ordner;Aau;Anon2;0;26;2;27;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
Ekpr_import_schnittstelle;Aau;Anon2;0;6;2;13;0;0;0;0;0,1667;0,1667;1,0000;1,0000;0,0000;0,0000;0,2000;1,0000;0,0000;0,0000
Fakturen;Aau;Anon2;0;11;2;18;0;0;0;0;0,0000;0,2727;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0556
Fehlerbehandlung;Aau;Anon2;0;6;2;13;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
Hochziehen einer Solution;Aau;Anon2;0;4;2;8;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;0,0000;1,0000;1,0000;0,0000;0,0000
inventurstorno;Aau;Anon2;0;10;2;20;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
inventur;Aau;Anon2;0;7;2;14;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
JobVerarbeiten;Aau;Anon2;0;4;2;5;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;1,0000;0,0000;1,0000;0,0000;0,0000
JobVerarbeitung_auslösen;Aau;Anon2;0;11;2;12;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
Job_wartezeitfürwiederausführung;Aau;Anon2;0;5;2;11;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
Kassa;Aau;Anon2;0;11;2;25;0;0;0;0;0,0000;0,1818;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
Klumpat_Attribut;Aau;Anon2;0;3;2;7;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
Kommissionierung;Aau;Anon2;0;18;2;25;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;0,0000;1,0000;1,0000;0,0000;0,0000
KommSchein;Aau;Anon2;0;5;2;12;0;0;0;0;0,2000;0,4000;1,0000;1,0000;0,0000;0,0000;0,2500;1,0000;0,0000;0,0000
LockMode;Aau;Anon2;0;5;2;9;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;0,0000;1,0000;1,0000;0,0000;0,0000
löschen;Aau;Anon2;0;4;2;11;0;0;0;0;0,5000;0,2500;1,0000;1,0000;0,0000;0,0000;0,5000;1,0000;0,0000;0,0000
MarkdownFile;Aau;Anon2;0;4;2;5;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
Nachrichten;Aau;Anon2;0;6;2;7;0;0;0;0;0,0000;0,1667;1,0000;1,0000;0,0000;1,0000;0,0000;1,0000;0,0000;0,0000
Notebook_Aufsetzen;Aau;Anon2;0;9;2;14;0;0;0;0;0,8750;0,7778;1,0000;1,0000;1,0000;0,0000;1,0000;1,0000;0,0000;0,0000
Reperatur;Aau;Anon2;0;8;2;12;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
Saisonware;Aau;Anon2;0;8;2;9;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
SignaturVorgang;Aau;Anon2;0;4;2;5;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;1,0000;0,0000;1,0000;0,0000;0,0000
Sitzung;Aau;Anon2;0;3;2;10;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;0,0000;1,0000;1,0000;0,0000;0,0000
Solution_releasen;Aau;Anon2;0;15;2;22;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;0,0000;1,0000;1,0000;0,0000;0,0000
speichern_neuanlage;Aau;Anon2;0;4;2;11;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
speichern_änderungsmodus;Aau;Anon2;0;3;2;7;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
spl_Termin_neuberechnen;Aau;Anon2;0;6;2;7;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
Sql_Phase1_2_3;Aau;Anon2;0;6;2;14;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;0,0000;1,0000;1,0000;0,0000;0,0000
TraceNummer;Aau;Anon2;0;4;2;5;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
Transaktion;Aau;Anon2;0;3;2;4;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
TransportmittelFürFahrtenbuch;Aau;Anon2;0;3;2;7;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
Verkaufspreisfindung;Aau;Anon2;1;;;;;;;;;;;;;;;;;
ViewUnitRetrieveType;Aau;Anon2;0;5;2;9;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
vkpr_import_schnittstelle;Aau;Anon2;0;4;2;11;0;0;0;0;0,2500;0,2500;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
Warenbeschaffung;Aau;Anon2;0;5;2;12;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
Zugriff_DOT;Aau;Anon2;0;9;2;13;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
Änderungen;Aau;Anon2;0;7;2;11;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000
